run,models,rules,train_0,train_1,test_0,test_1,lm_accuracy,lm_precision,lm_recall,lm_ROCAUC,lm_f1,lm_CM_TN,lm_CM_FP,lm_CM_FN,lm_CM_TP,mlv_accuracy,mlv_precision,mlv_recall,mlv_ROCAUC,mlv_f1,mlv_CM_TN,mlv_CM_FP,mlv_CM_FN,mlv_CM_TP
4,1,2,91,314,22,78,0.86,0.847826087,1,0.681818182,0.917647059,8,14,0,78,0.88,0.866666667,1,0.727272727,0.928571429,10,12,0,78
5,1,2,88,312,25,80,0.8,0.792079208,1,0.58,0.883977901,4,21,0,80,0.838095238,0.824742268,1,0.66,0.903954802,8,17,0,80
1,1,3,91,314,22,78,0.82,0.8125,1,0.590909091,0.896551724,4,18,0,78,0.86,0.847826087,1,0.681818182,0.917647059,8,14,0,78
2,1,3,88,312,22,78,0.87,0.857142857,1,0.704545455,0.923076923,9,13,0,78,0.86,0.847826087,1,0.681818182,0.917647059,8,14,0,78
3,1,3,91,314,22,78,0.81,0.810526316,0.987179487,0.584498834,0.89017341,4,18,1,77,0.85,0.846153846,0.987179487,0.675407925,0.911242604,8,14,1,77
4,1,3,91,314,22,78,0.81,0.804123711,1,0.568181818,0.891428571,3,19,0,78,0.83,0.821052632,1,0.613636364,0.901734104,5,17,0,78
5,1,3,88,312,25,80,0.904761905,0.897727273,0.9875,0.81375,0.94047619,16,9,1,79,0.838095238,0.831578947,0.9875,0.67375,0.902857143,9,16,1,79
1,1,4,91,314,22,78,0.89,0.876404494,1,0.75,0.934131737,11,11,0,78,0.85,0.838709677,1,0.659090909,0.912280702,7,15,0,78
2,1,4,88,312,22,78,0.89,0.876404494,1,0.75,0.934131737,11,11,0,78,0.87,0.857142857,1,0.704545455,0.923076923,9,13,0,78
3,1,4,91,314,22,78,0.84,0.844444444,0.974358974,0.668997669,0.904761905,8,14,2,76,0.83,0.827956989,0.987179487,0.62995338,0.900584795,6,16,1,77
4,1,4,91,314,22,78,0.84,0.829787234,1,0.636363636,0.906976744,6,16,0,78,0.87,0.857142857,1,0.704545455,0.923076923,9,13,0,78
5,1,4,88,312,25,80,0.895238095,0.879120879,1,0.78,0.935672515,14,11,0,80,0.876190476,0.860215054,1,0.74,0.924855491,12,13,0,80
1,1,5,91,314,22,78,0.82,0.819148936,0.987179487,0.607226107,0.895348837,5,17,1,77,0.86,0.855555556,0.987179487,0.698135198,0.916666667,9,13,1,77
2,1,5,88,312,22,78,0.88,0.875,0.987179487,0.743589744,0.927710843,11,11,1,77,0.86,0.847826087,1,0.681818182,0.917647059,8,14,0,78
3,1,5,91,314,22,78,0.82,0.8125,1,0.590909091,0.896551724,4,18,0,78,0.84,0.829787234,1,0.636363636,0.906976744,6,16,0,78
4,1,5,91,314,22,78,0.81,0.804123711,1,0.568181818,0.891428571,3,19,0,78,0.86,0.847826087,1,0.681818182,0.917647059,8,14,0,78
5,1,5,88,312,25,80,0.885714286,0.869565217,1,0.76,0.930232558,13,12,0,80,0.847619048,0.833333333,1,0.68,0.909090909,9,16,0,80
1,1,6,91,314,22,78,0.89,0.885057471,0.987179487,0.766317016,0.933333333,12,10,1,77,0.89,0.885057471,0.987179487,0.766317016,0.933333333,12,10,1,77
2,1,6,88,312,22,78,0.88,0.866666667,1,0.727272727,0.928571429,10,12,0,78,0.88,0.866666667,1,0.727272727,0.928571429,10,12,0,78
3,1,6,91,314,22,78,0.91,0.896551724,1,0.795454545,0.945454545,13,9,0,78,0.91,0.896551724,1,0.795454545,0.945454545,13,9,0,78
4,1,6,91,314,22,78,0.89,0.876404494,1,0.75,0.934131737,11,11,0,78,0.89,0.876404494,1,0.75,0.934131737,11,11,0,78
5,1,6,88,312,25,80,0.838095238,0.831578947,0.9875,0.67375,0.902857143,9,16,1,79,0.838095238,0.831578947,0.9875,0.67375,0.902857143,9,16,1,79
1,1,7,91,314,22,78,0.84,0.836956522,0.987179487,0.652680653,0.905882353,7,15,1,77,0.82,0.819148936,0.987179487,0.607226107,0.895348837,5,17,1,77
2,1,7,88,312,22,78,0.81,0.804123711,1,0.568181818,0.891428571,3,19,0,78,0.85,0.838709677,1,0.659090909,0.912280702,7,15,0,78
3,1,7,91,314,22,78,0.85,0.838709677,1,0.659090909,0.912280702,7,15,0,78,0.91,0.896551724,1,0.795454545,0.945454545,13,9,0,78
4,1,7,91,314,22,78,0.82,0.819148936,0.987179487,0.607226107,0.895348837,5,17,1,77,0.88,0.875,0.987179487,0.743589744,0.927710843,11,11,1,77
5,1,7,88,312,25,80,0.80952381,0.8,1,0.6,0.888888889,5,20,0,80,0.857142857,0.842105263,1,0.7,0.914285714,10,15,0,80
1,1,8,91,314,22,78,0.83,0.835164835,0.974358974,0.646270396,0.899408284,7,15,2,76,0.83,0.835164835,0.974358974,0.646270396,0.899408284,7,15,2,76
2,1,8,88,312,22,78,0.9,0.886363636,1,0.772727273,0.939759036,12,10,0,78,0.9,0.886363636,1,0.772727273,0.939759036,12,10,0,78
3,1,8,91,314,22,78,0.91,0.896551724,1,0.795454545,0.945454545,13,9,0,78,0.88,0.866666667,1,0.727272727,0.928571429,10,12,0,78
4,1,8,91,314,22,78,0.88,0.866666667,1,0.727272727,0.928571429,10,12,0,78,0.88,0.866666667,1,0.727272727,0.928571429,10,12,0,78
5,1,8,88,312,25,80,0.885714286,0.869565217,1,0.76,0.930232558,13,12,0,80,0.876190476,0.860215054,1,0.74,0.924855491,12,13,0,80
1,1,12,91,314,22,78,0.9,0.886363636,1,0.772727273,0.939759036,12,10,0,78,0.9,0.886363636,1,0.772727273,0.939759036,12,10,0,78
2,1,12,88,312,22,78,0.89,0.876404494,1,0.75,0.934131737,11,11,0,78,0.89,0.876404494,1,0.75,0.934131737,11,11,0,78
3,1,12,91,314,22,78,0.87,0.857142857,1,0.704545455,0.923076923,9,13,0,78,0.87,0.857142857,1,0.704545455,0.923076923,9,13,0,78
4,1,12,91,314,22,78,0.86,0.855555556,0.987179487,0.698135198,0.916666667,9,13,1,77,0.86,0.855555556,0.987179487,0.698135198,0.916666667,9,13,1,77
5,1,12,88,312,25,80,0.885714286,0.877777778,0.9875,0.77375,0.929411765,14,11,1,79,0.885714286,0.877777778,0.9875,0.77375,0.929411765,14,11,1,79
1,1,"3,8,12",91,314,22,78,0.82,0.8125,1,0.590909091,0.896551724,4,18,0,78,0.82,0.8125,1,0.590909091,0.896551724,4,18,0,78
2,1,"3,8,12",88,312,22,78,0.86,0.855555556,0.987179487,0.698135198,0.916666667,9,13,1,77,0.84,0.836956522,0.987179487,0.652680653,0.905882353,7,15,1,77
3,1,"3,8,12",91,314,22,78,0.86,0.847826087,1,0.681818182,0.917647059,8,14,0,78,0.85,0.838709677,1,0.659090909,0.912280702,7,15,0,78
4,1,"3,8,12",91,314,22,78,0.9,0.886363636,1,0.772727273,0.939759036,12,10,0,78,0.9,0.886363636,1,0.772727273,0.939759036,12,10,0,78
5,1,"3,8,12",88,312,25,80,0.885714286,0.869565217,1,0.76,0.930232558,13,12,0,80,0.857142857,0.842105263,1,0.7,0.914285714,10,15,0,80
1,1,"3,4,8,12",91,314,22,78,0.82,0.8125,1,0.590909091,0.896551724,4,18,0,78,0.82,0.8125,1,0.590909091,0.896551724,4,18,0,78
2,1,"3,4,8,12",88,312,22,78,0.8,0.802083333,0.987179487,0.561771562,0.885057471,3,19,1,77,0.8,0.802083333,0.987179487,0.561771562,0.885057471,3,19,1,77
3,1,"3,4,8,12",91,314,22,78,0.79,0.787878788,1,0.522727273,0.881355932,1,21,0,78,0.79,0.787878788,1,0.522727273,0.881355932,1,21,0,78
4,1,"3,4,8,12",91,314,22,78,0.81,0.804123711,1,0.568181818,0.891428571,3,19,0,78,0.81,0.804123711,1,0.568181818,0.891428571,3,19,0,78
5,1,"3,4,8,12",88,312,25,80,0.838095238,0.824742268,1,0.66,0.903954802,8,17,0,80,0.838095238,0.824742268,1,0.66,0.903954802,8,17,0,80
1,6,0,91,314,22,78,0.09,0,0,0.204545455,0,9,13,78,0,0.09,0,0,0.204545455,0,9,13,78,0
2,6,0,88,312,22,78,0.11,0,0,0.25,0,11,11,78,0,0.11,0,0,0.25,0,11,11,78,0
3,6,0,91,314,22,78,0.11,0.076923077,0.012820513,0.233682984,0.021978022,10,12,77,1,0.11,0.076923077,0.012820513,0.233682984,0.021978022,10,12,77,1
4,6,0,91,314,22,78,0.15,0.111111111,0.012820513,0.324592075,0.022988506,14,8,77,1,0.15,0.111111111,0.012820513,0.324592075,0.022988506,14,8,77,1
5,6,0,88,312,25,80,0.142857143,0,0,0.3,0,15,10,80,0,0.142857143,0,0,0.3,0,15,10,80,0
